HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.002 | alpha = 1.11 | Tmax = 0.132146
 HL = 10.000 | t1//t0 = 100.000 | l1//l0 = 0.050 | alpha = 1.55 | Tmax = 0.768349
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.001 | alpha = 1.46 | Tmax = 0.138020
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.100 | alpha = 1.17 | Tmax = 0.180249
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.007 | alpha = 1.40 | Tmax = 0.184215
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.002 | alpha = 1.43 | Tmax = 0.891995
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.21 | Tmax = 1.312764
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.010 | alpha = 1.01 | Tmax = 0.154391
 HL = 18.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.122443
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.14 | Tmax = 0.169218
 HL = 22.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 5.158494
 HL = 30.000 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.53 | Tmax = 6.596226
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.050 | alpha = 1.34 | Tmax = 0.322868
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.005 | alpha = 1.23 | Tmax = 0.182036
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.17 | Tmax = 0.159299
 HL = 22.000 | t1//t0 = 150.000 | l1//l0 = 0.070 | alpha = 1.54 | Tmax = Inf
 HL = 0.200 | t1//t0 = 50.000 | l1//l0 = 0.002 | alpha = 1.07 | Tmax = 0.288056
 HL = 22.000 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 0.500 | t1//t0 = 170.000 | l1//l0 = 0.050 | alpha = 1.25 | Tmax = 0.127406
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = Inf
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.094702
 HL = 20.000 | t1//t0 = 13.000 | l1//l0 = 0.050 | alpha = 1.52 | Tmax = 4.200698
 HL = 0.200 | t1//t0 = 190.000 | l1//l0 = 0.030 | alpha = 1.18 | Tmax = 0.257921
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.03 | Tmax = 0.515021
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.002 | alpha = 1.35 | Tmax = 1.241033
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = Inf
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.002 | alpha = 1.43 | Tmax = 0.917239
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.199295
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.15 | Tmax = 0.154104
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.11 | Tmax = 0.193851
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.003 | alpha = 1.09 | Tmax = 0.139207
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = 0.442013
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.17 | Tmax = 0.140583
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.020 | alpha = 1.11 | Tmax = 0.194501
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.18 | Tmax = 1.250178
 HL = 15.000 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.53 | Tmax = 2.137504
 HL = 1.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.05 | Tmax = Inf
 HL = 1.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.04 | Tmax = 0.142012
 HL = 2.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.349794
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.030 | alpha = 1.42 | Tmax = 0.135829
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 0.070 | alpha = 1.34 | Tmax = 0.145253
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.002 | alpha = 1.21 | Tmax = 0.148711
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.030 | alpha = 1.48 | Tmax = 0.089954
 HL = 0.500 | t1//t0 = 160.000 | l1//l0 = 0.070 | alpha = 1.09 | Tmax = 0.132609
 HL = 2.000 | t1//t0 = 60.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.517481
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.020 | alpha = 1.13 | Tmax = 0.130989
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = 0.963240
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.030 | alpha = 1.33 | Tmax = 0.174344
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.010 | alpha = 1.46 | Tmax = 2.280752
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.010 | alpha = 1.02 | Tmax = 0.262061
 HL = 5.000 | t1//t0 = 140.000 | l1//l0 = 0.300 | alpha = 1.27 | Tmax = 1.222290
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.02 | Tmax = 0.134829
 HL = 1.000 | t1//t0 = 220.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.238444
 HL = 28.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 6.952848
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.10 | Tmax = 0.394550
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.007 | alpha = 1.30 | Tmax = 0.185056
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.22 | Tmax = 0.268717
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.41 | Tmax = 2.581027
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.070 | alpha = 1.32 | Tmax = 0.142502
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.38 | Tmax = 0.201416
 HL = 0.200 | t1//t0 = 80.000 | l1//l0 = 0.003 | alpha = 1.41 | Tmax = 0.184310
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.007 | alpha = 1.09 | Tmax = 0.258717
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.145372
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.243307
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.930631
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.24 | Tmax = 0.472736
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.002 | alpha = 1.32 | Tmax = 0.167780
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.070 | alpha = 1.28 | Tmax = 0.162275
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.005 | alpha = 1.17 | Tmax = 0.337755
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.22 | Tmax = 0.183118
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.22 | Tmax = 0.183677
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.030 | alpha = 1.30 | Tmax = 0.351709
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 30.000 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.56 | Tmax = 1.768449
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.003 | alpha = 1.35 | Tmax = 0.179448
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.003 | alpha = 1.23 | Tmax = 0.192050
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.184397
 HL = 5.000 | t1//t0 = 18.000 | l1//l0 = 0.003 | alpha = 1.54 | Tmax = 0.093751
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.02 | Tmax = 0.192709
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.28 | Tmax = 0.106360
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.135598
 HL = 30.000 | t1//t0 = 170.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 0.145019
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.05 | Tmax = 0.190487
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.100 | alpha = 1.32 | Tmax = 1.336725
 HL = 5.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = Inf
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.20 | Tmax = 0.140581
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.050 | alpha = 1.21 | Tmax = 0.581854
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.005 | alpha = 1.36 | Tmax = 0.128315
 HL = 15.000 | t1//t0 = 200.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = Inf
 HL = 18.000 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 3.283118
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.340090
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.007 | alpha = 1.24 | Tmax = 0.214202
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.070 | alpha = 1.24 | Tmax = 0.430669
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.193119
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.050 | alpha = 1.34 | Tmax = 0.136134
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 0.030 | alpha = 1.04 | Tmax = 0.331993
 HL = 0.200 | t1//t0 = 210.000 | l1//l0 = 0.001 | alpha = 1.06 | Tmax = 0.095533
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.38 | Tmax = 0.208585
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.003 | alpha = 1.44 | Tmax = 2.505570
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.010 | alpha = 1.15 | Tmax = 0.190064
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.007 | alpha = 1.33 | Tmax = 0.103774
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.062368
 HL = 0.200 | t1//t0 = 170.000 | l1//l0 = 0.002 | alpha = 1.18 | Tmax = 0.095169
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 2.304587
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.23 | Tmax = 0.183907
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.138380
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 0.216800
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 0.007 | alpha = 1.23 | Tmax = 0.161300
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 2.473636
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.09 | Tmax = 0.177587
 HL = 0.200 | t1//t0 = 160.000 | l1//l0 = 0.002 | alpha = 1.27 | Tmax = 0.095691
 HL = 1.000 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.33 | Tmax = 0.096600
 HL = 5.000 | t1//t0 = 18.000 | l1//l0 = 0.050 | alpha = 1.40 | Tmax = 1.044016
 HL = 0.200 | t1//t0 = 110.000 | l1//l0 = 0.010 | alpha = 1.31 | Tmax = 0.185312
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = Inf
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.001 | alpha = 1.41 | Tmax = 0.189889
 HL = 7.000 | t1//t0 = 170.000 | l1//l0 = 0.300 | alpha = 1.37 | Tmax = Inf
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.29 | Tmax = 0.125082
 HL = 0.200 | t1//t0 = 210.000 | l1//l0 = 0.002 | alpha = 1.21 | Tmax = 0.096540
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.11 | Tmax = 1.252726
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.15 | Tmax = 0.154104
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.08 | Tmax = 0.180943
 HL = 1.000 | t1//t0 = 200.000 | l1//l0 = 0.100 | alpha = 1.02 | Tmax = 0.227223
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.100 | alpha = 1.41 | Tmax = 0.086341
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.020 | alpha = 1.46 | Tmax = 1.341755
 HL = 5.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.974049
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.001 | alpha = 1.21 | Tmax = 0.615912
 HL = 18.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 2.964623
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.102156
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.110024
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.005 | alpha = 1.37 | Tmax = 0.273565
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.005 | alpha = 1.26 | Tmax = 0.126036
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.168836
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 28.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 0.200 | t1//t0 = 80.000 | l1//l0 = 0.005 | alpha = 1.01 | Tmax = 0.227115
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.030 | alpha = 1.08 | Tmax = 0.369573
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.050 | alpha = 1.30 | Tmax = 0.152964
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.24 | Tmax = 0.420882
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = 0.787488
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.070 | alpha = 1.24 | Tmax = 0.480120
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.010 | alpha = 1.29 | Tmax = 0.163833
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.002 | alpha = 1.18 | Tmax = 0.177804
 HL = 0.200 | t1//t0 = 110.000 | l1//l0 = 0.020 | alpha = 1.16 | Tmax = 0.258926
 HL = 15.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = Inf
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.001 | alpha = 1.09 | Tmax = 0.547068
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.005 | alpha = 1.35 | Tmax = 0.167393
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.33 | Tmax = 0.110211
 HL = 7.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.37 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.43 | Tmax = 0.973801
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.52 | Tmax = 0.514364
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.050 | alpha = 1.55 | Tmax = 0.074340
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.030 | alpha = 1.43 | Tmax = 1.853758
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.007 | alpha = 1.18 | Tmax = 0.324751
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.001 | alpha = 1.25 | Tmax = 0.158753
 HL = 0.200 | t1//t0 = 30.000 | l1//l0 = 0.010 | alpha = 1.03 | Tmax = 0.347252
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 18.000 | t1//t0 = 13.000 | l1//l0 = 0.050 | alpha = 1.52 | Tmax = 3.565954
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.05 | Tmax = 0.185050
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.070 | alpha = 1.31 | Tmax = 0.411501
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.20 | Tmax = 0.143801
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.146768
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.230346
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.030 | alpha = 1.12 | Tmax = 0.138851
 HL = 1.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = Inf
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.03 | Tmax = 0.204326
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.002 | alpha = 1.26 | Tmax = 0.388336
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.003 | alpha = 1.31 | Tmax = 0.096750
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 0.020 | alpha = 1.23 | Tmax = 0.213810
 HL = 2.000 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = Inf
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.002 | alpha = 1.12 | Tmax = 0.261453
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.001 | alpha = 1.37 | Tmax = 0.087548
 HL = 1.000 | t1//t0 = 150.000 | l1//l0 = 0.100 | alpha = 1.11 | Tmax = 0.198781
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.590949
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.32 | Tmax = 1.055994
 HL = 5.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.44 | Tmax = 0.938300
 HL = 10.000 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = Inf
 HL = 0.200 | t1//t0 = 130.000 | l1//l0 = 0.001 | alpha = 1.03 | Tmax = 0.136376
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.34 | Tmax = 1.647847
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.088621
 HL = 10.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.47 | Tmax = Inf
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.007 | alpha = 1.12 | Tmax = 0.226088
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.100 | alpha = 1.25 | Tmax = 0.147700
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.070 | alpha = 1.41 | Tmax = 0.084193
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.005 | alpha = 1.21 | Tmax = 0.153558
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = Inf
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.33 | Tmax = 0.168146
 HL = 2.000 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = Inf
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.003 | alpha = 1.21 | Tmax = 0.095537
 HL = 10.000 | t1//t0 = 220.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = Inf
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.131322
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.030 | alpha = 1.37 | Tmax = 0.264155
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = Inf
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.010 | alpha = 1.51 | Tmax = 0.851101
 HL = 2.000 | t1//t0 = 70.000 | l1//l0 = 0.070 | alpha = 1.29 | Tmax = 0.399553
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 0.635527
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.030 | alpha = 1.28 | Tmax = 0.120269
 HL = 0.200 | t1//t0 = 220.000 | l1//l0 = 0.007 | alpha = 1.11 | Tmax = 0.094998
 HL = 2.000 | t1//t0 = 200.000 | l1//l0 = 0.070 | alpha = 1.24 | Tmax = 0.487416
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.020 | alpha = 1.38 | Tmax = 0.268169
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.002 | alpha = 1.12 | Tmax = 0.144766
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.070 | alpha = 1.16 | Tmax = 0.131294
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.12 | Tmax = 0.440649
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.010 | alpha = 1.28 | Tmax = 0.206051
 HL = 1.000 | t1//t0 = 120.000 | l1//l0 = 0.030 | alpha = 1.47 | Tmax = 0.118786
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 0.070 | alpha = 1.54 | Tmax = 2.187618
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.263908
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.38 | Tmax = 0.103642
 HL = 22.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = Inf
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.001 | alpha = 1.18 | Tmax = 0.136319
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.40 | Tmax = 0.090052
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.010 | alpha = 1.06 | Tmax = 0.193989
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.005 | alpha = 1.07 | Tmax = 0.104105
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.020 | alpha = 1.42 | Tmax = 1.617239
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = Inf
 HL = 7.000 | t1//t0 = 210.000 | l1//l0 = 0.100 | alpha = 1.40 | Tmax = Inf
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.48 | Tmax = 1.064151
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.030 | alpha = 1.12 | Tmax = 0.314123
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.005 | alpha = 1.25 | Tmax = 0.203353
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.04 | Tmax = 0.134467
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = Inf
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.183617
 HL = 30.000 | t1//t0 = 80.000 | l1//l0 = 0.030 | alpha = 1.56 | Tmax = 4.977727
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.007 | alpha = 1.18 | Tmax = 0.183587
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.12 | Tmax = 0.457371
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.001 | alpha = 1.16 | Tmax = 0.498247
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = 0.069081
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.11 | Tmax = 0.142433
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.030 | alpha = 1.20 | Tmax = 0.265851
 HL = 10.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.32 | Tmax = 2.316247
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.030 | alpha = 1.28 | Tmax = 0.326760
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.39 | Tmax = 0.196629
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.002 | alpha = 1.25 | Tmax = 0.376916
 HL = 0.500 | t1//t0 = 20.000 | l1//l0 = 0.020 | alpha = 1.16 | Tmax = 0.136874
 HL = 7.000 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 1.448955
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.030 | alpha = 1.29 | Tmax = 0.619009
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.020 | alpha = 1.42 | Tmax = 0.293248
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.020 | alpha = 1.21 | Tmax = 0.128670
 HL = 1.000 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.11 | Tmax = 0.146845
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.007 | alpha = 1.49 | Tmax = 2.426432
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.892767
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.29 | Tmax = 1.141036
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.002 | alpha = 1.50 | Tmax = 0.051260
