1,0.01,1.24,0.29769
2,0.01,1.38,0.2745
3,0.005,1.52,0.23891
4,0.005,1.52,0.23891
5,0.01,1.19,0.30428
6,0.005,1.15,0.3138
7,0.01,1.36,0.27855
8,0.002,1.06,0.3263
9,0.003,1.26,0.30359
10,0.02,1.09,0.30897
11,0.02,1.09,0.30897
12,0.005,1.09,0.32065
13,0.007,1.42,0.2723
14,0.007,1.42,0.2723
15,0.002,1.42,0.28564
16,0.02,1.2,0.29335
17,0.003,1.05,0.32668
18,0.003,1.47,0.27332
19,0.003,1.47,0.27332
20,0.003,1.06,0.32553
21,0.002,1.35,0.29447
22,0.002,1.31,0.29923
23,0.002,1.31,0.29923
24,0.003,1.2,0.31012
25,0.003,1.2,0.31012
26,0.001,1.29,0.30295
27,0.01,1.42,0.26458
28,0.005,1.24,0.30341
29,0.007,1.34,0.28727
30,0.003,1.39,0.28744
31,0.003,1.39,0.28744
32,0.005,1.21,0.3069
33,0.007,1.36,0.28401
34,0.002,1.51,0.26741
35,0.002,1.51,0.26741
36,0.002,1.51,0.26741
37,0.002,1.15,0.31664
38,0.002,1.33,0.29694
39,0.01,1.25,0.29638
40,0.005,1.39,0.28295
41,0.005,1.43,0.27547
42,0.007,1.22,0.30365
43,0.007,1.38,0.28045
44,0.007,1.38,0.28045
45,0.001,1.27,0.30503
46,0.005,1.41,0.27945
47,0.005,1.41,0.27945
48,0.01,1.39,0.27225
49,0.005,1.23,0.30462
50,0.005,1.23,0.30462
51,0.007,1.24,0.30119
52,0.01,1.28,0.29203
53,0.001,1.43,0.28716
54,0.001,1.43,0.28716
55,0.007,1.16,0.31075
56,0.005,1.36,0.28772
57,0.01,1.52,0.20234
58,0.01,1.52,0.20234
59,0.002,1.38,0.29102
60,0.001,1.2,0.31228
61,0.005,1.21,0.3069
62,0.005,1.21,0.3069
63,0.005,1.21,0.3069
64,0.007,1.41,0.27469
65,0.01,1.16,0.30804
66,0.02,1.18,0.29626
67,0.01,1.31,0.28732
68,0.01,1.31,0.28732
69,0.02,1.28,0.27962
70,0.01,1.37,0.27661
71,0.003,1.28,0.30116
72,0.03,1.39,0.23413
73,0.03,1.39,0.23413
74,0.002,1.41,0.28704
75,0.002,1.41,0.28704
76,0.003,1.42,0.28286
77,0.007,1.26,0.29852
78,0.007,1.33,0.28884
79,0.003,1.32,0.29647
80,0.007,1.55,0.15147
81,0.007,1.55,0.15147
82,0.007,1.55,0.15147
83,0.007,1.55,0.15147
84,0.007,1.3,0.29319
85,0.01,1.47,0.24573
86,0.01,1.47,0.24573
87,0.01,1.47,0.24573
88,0.002,1.46,0.27943
89,0.002,1.4,0.2884
90,0.002,1.4,0.2884
91,0.005,1.54,0.21087
92,0.01,1.53,0.18425
93,0.01,1.53,0.18425
94,0.01,1.53,0.18425
95,0.005,1.49,0.25765
96,0.005,1.5,0.25281
97,0.003,1.51,0.26035
98,0.01,1.54,0.15783
99,0.007,1.54,0.18786
100,0.007,1.54,0.18786
101,0.007,1.54,0.18786
102,0.01,1.56,0.06641
103,0.01,1.56,0.06641
104,0.01,1.56,0.06641
105,0.007,1.5,0.24159
106,0.005,1.56,0.11933
107,0.005,1.56,0.11933
108,0.007,1.56,0.089789
109,0.007,1.56,0.089789
110,0.007,1.56,0.089789
111,0.01,1.5,0.22555
112,0.007,1.53,0.2094
113,0.01,1.55,0.11956
114,0.01,1.55,0.11956
115,0.01,1.55,0.11956
116,0.01,1.55,0.11956
117,0.01,1.55,0.11956
118,0.01,1.55,0.11956
119,0.01,1.55,0.11956
120,0.01,1.55,0.11956
121,0.01,1.55,0.11956
122,0.01,1.55,0.11956
123,0.01,1.56,0.06641
124,0.01,1.56,0.06641
125,0.01,1.56,0.06641
126,0.01,1.56,0.06641
127,0.01,1.56,0.06641
128,0.01,1.56,0.06641
129,0.01,1.54,0.15783
130,0.01,1.54,0.15783
131,0.01,1.56,0.06641
132,0.01,1.56,0.06641
133,0.01,1.56,0.06641
134,0.01,1.56,0.06641
135,0.01,1.55,0.11956
136,0.01,1.56,0.06641
137,0.01,1.56,0.06641
138,0.01,1.56,0.06641
139,0.01,1.56,0.06641
140,0.01,1.56,0.06641
141,0.002,1.55,0.23497
142,0.003,1.56,0.16594
143,0.005,1.55,0.18102
144,0.005,1.55,0.18102
145,0.005,1.55,0.18102
146,0.003,1.56,0.16594
147,0.005,1.55,0.18102
148,0.005,1.56,0.11933
149,0.01,1.56,0.06641
150,0.01,1.56,0.06641
151,0.01,1.56,0.06641
152,0.007,1.56,0.089789
153,0.01,1.56,0.06641
154,0.007,1.31,0.29171
155,0.1,1.47,0.090079
156,0.1,1.47,0.090079
157,0.03,1.38,0.23818
158,0.07,1.33,0.21052
159,0.005,1.2,0.30813
160,0.005,1.44,0.27319
161,0.007,1.47,0.25721
162,0.007,1.47,0.25721
163,0.1,1.14,0.24965
164,0.1,1.14,0.24965
165,0.1,1.14,0.24965
166,0.003,1.03,0.32895
167,0.001,1.38,0.29315
168,0.05,1.41,0.19142
169,0.01,1.27,0.29354
170,0.03,1.22,0.28049
171,0.007,1.49,0.24784
172,0.007,1.49,0.24784
173,0.1,1.24,0.22189
174,0.1,1.24,0.22189
175,0.01,1.11,0.31421
176,0.03,1.24,0.27658
177,0.1,1.26,0.21508
178,0.1,1.26,0.21508
