1;0,01;1,28;0,26718
2;0,01;1,2;0,28313
3;0,001;1,37;0,25633
4;0,001;1,37;0,25633
5;0,001;1,37;0,25633
6;0,001;1,37;0,25633
7;0,001;1,37;0,25633
8;0,005;1,46;0,20673
9;0,005;1,46;0,20673
10;0,005;1,26;0,27676
11;0,005;1,26;0,27676
12;0,002;1,47;0,20759
13;0,002;1,47;0,20759
14;0,002;1,04;0,31326
15;0,002;1,04;0,31326
16;0,01;1,02;0,31097
17;0,02;1,34;0,23884
18;0,02;1,2;0,2748
19;0,02;1,2;0,2748
20;0,001;1,35;0,26185
21;0,001;1,35;0,26185
22;0,001;1,35;0,26185
23;0,007;1,22;0,28226
24;0,02;1,14;0,28588
25;0,005;1,29;0,27056
26;0,002;1,33;0,26535
27;0,003;1,31;0,26862
28;0,003;1,31;0,26862
29;0,002;1,08;0,30769
30;0,002;1,3;0,27203
31;0,002;1,3;0,27203
32;0,002;1,23;0,28518
33;0,003;1,5;0,17287
34;0,003;1,5;0,17287
35;0,003;1,5;0,17287
36;0,003;1,5;0,17287
37;0,005;1,43;0,22544
38;0,01;1,1;0,29923
39;0,007;1,23;0,28035
40;0,007;1,32;0,26117
41;0,007;1,32;0,26117
42;0,007;1,36;0,24984
43;0,007;1,29;0,2683
44;0,007;1,37;0,24664
45;0,005;1,49;0,1785
46;0,002;1,2;0,29012
47;0,005;1,16;0,29377
48;0,01;1,38;0,23836
49;0,003;1,44;0,22467
50;0,003;1,44;0,22467
51;0,003;1,44;0,22467
52;0,003;1,44;0,22467
53;0,01;1,15;0,29153
54;0,003;1,27;0,27689
55;0,002;1,28;0,27607
56;0,002;1,28;0,27607
57;0,001;1,53;0,12674
58;0,001;1,53;0,12674
59;0,001;1,53;0,12674
60;0,001;1,53;0,12674
61;0,001;1,53;0,12674
62;0,002;1,54;0,095653
63;0,005;1,35;0,25587
64;0,005;1,36;0,25293
65;0,001;1,38;0,25334
66;0,002;1,39;0,24834
67;0,005;1,52;0,13223
68;0,005;1,52;0,13223
69;0,002;1,19;0,29171
70;0,005;1,5;0,1655
71;0,002;1,45;0,22147
72;0,005;1,41;0,23495
73;0,005;1,41;0,23495
74;0,003;1,51;0,15761
75;0,003;1,51;0,15761
76;0,003;1,51;0,15761
77;0,002;1,42;0,23686
78;0,005;1,31;0,26611
79;0,005;1,31;0,26611
80;0,005;1,31;0,26611
81;0,001;1,34;0,26437
82;0,001;1,54;0,099723
83;0,005;1,29;0,27061
84;0,001;1,41;0,24304
85;0,001;1,31;0,2712
86;0,001;1,32;0,26897
87;0,002;1,55;0,067098
88;0,002;1,55;0,067098
89;0,002;1,55;0,067098
90;0,002;1,55;0,067098
91;0,002;1,55;0,067098
92;0,002;1,55;0,067098
93;0,002;1,55;0,067098
94;0,002;1,55;0,067098
95;0,002;1,55;0,067098
96;0,002;1,55;0,067098
97;0,002;1,55;0,067098
98;0,002;1,55;0,067098
99;0,003;1,52;0,13986
100;0,003;1,52;0,13986
101;0,003;1,47;0,20458
102;0,003;1,47;0,20458
103;0,003;1,47;0,20458
104;0,003;1,55;0,065167
105;0,003;1,55;0,065167
106;0,003;1,55;0,065167
107;0,003;1,55;0,065167
108;0,003;1,55;0,065167
109;0,003;1,49;0,18532
110;0,002;1,51;0,16174
111;0,003;1,5;0,17287
112;0,002;1,54;0,095653
113;0,002;1,49;0,18888
114;0,003;1,5;0,17287
115;0,003;1,5;0,17287
116;0,002;1,55;0,067098
117;0,002;1,55;0,067098
118;0,002;1,55;0,067098
119;0,003;1,55;0,065167
120;0,003;1,55;0,065167
121;0,003;1,55;0,065167
122;0,003;1,55;0,065167
123;0,003;1,55;0,065167
124;0,003;1,52;0,13986
125;0,003;1,52;0,13986
126;0,003;1,52;0,13986
127;0,003;1,54;0,091911
128;0,003;1,54;0,091911
129;0,003;1,54;0,091911
130;0,003;1,54;0,091911
131;0,003;1,54;0,091911
132;0,003;1,53;0,11829
133;0,003;1,54;0,091911
134;0,003;1,53;0,11829
135;0,003;1,54;0,091911
136;0,003;1,55;0,065167
137;0,003;1,55;0,065167
138;0,003;1,55;0,065167
139;0,003;1,55;0,065167
140;0,005;1,54;0,085227
141;0,005;1,55;0,062486
142;0,005;1,55;0,062486
143;0,007;1,55;0,061134
144;0,007;1,55;0,061134
145;0,007;1,55;0,061134
146;0,007;1,55;0,061134
147;0,007;1,55;0,061134
148;0,007;1,55;0,061134
149;0,007;1,55;0,061134
150;0,003;1,55;0,065167
151;0,007;1,55;0,061134
152;0,007;1,55;0,061134
153;0,01;1,55;0,063798
154;0,01;1,05;0,30661
155;0,003;1,09;0,30558
156;0,01;1,35;0,24862
157;0,01;1,31;0,25994
158;0,05;1,37;0,19159
159;0,05;1,16;0,262
160;0,003;1,45;0,21883
161;0,05;1,48;0,1052
162;0,05;1,48;0,1052
163;0,05;1,48;0,1052
164;0,05;1,48;0,1052
165;0,05;1,04;0,28532
166;0,01;1,25;0,27365
167;0,002;1,14;0,29924
168;0,002;1,39;0,24834
169;0,03;1,45;0,16171
170;0,002;1,14;0,29921
171;0,02;1,24;0,2664
172;0,02;1,24;0,2664
173;0,01;1,44;0,20855
174;0,01;1,44;0,20855
175;0,01;1,44;0,20855
176;0,001;1,01;0,31784
177;0,07;1,14;0,255
178;0,01;1,45;0,20166
179;0,01;1,45;0,20166
180;0,01;1,45;0,20166
181;0,01;1,45;0,20166
182;0,01;1,45;0,20166
183;0,01;1,23;0,27756
184;0,002;1,1;0,30491
185;0,001;1,24;0,28447
186;0,01;1,4;0,23008
187;0,007;1,25;0,27663
188;0,005;1,35;0,25588
189;0,003;1,37;0,25311
190;0,003;1,37;0,25311
191;0,003;1,37;0,25311
192;0,007;1,46;0,20141
193;0,002;1,18;0,29324
