1,0.5,4,0.02,1.44,0.11919
2,1,10,0.7,1.18,0.29218
3,0.2,9,0.02,1.05,0.10641
4,0.2,9,0.02,1.05,0.10641
5,10,2,0.3,1.47,2.3999
6,0.2,18,0.7,1.15,0.16644
7,5,2,0.5,1.32,1.2516
8,0.2,80,1,1.29,0.16822
9,1,2,1,1.04,0.14582
10,0.2,13,0.07,1.09,0.069814
11,2,2,0.07,1.4,0.2911
12,0.5,190,1,1.02,0.16156
13,0.5,190,1,1.02,0.16156
14,0.2,100,1,1.23,0.15488
15,0.2,12,0.03,1.18,0.071967
16,0.5,5,0.02,1.02,0.14785
17,0.5,4,0.3,1.09,0.12473
18,0.5,5,0.01,1.32,0.16599
19,0.5,50,1,1.52,0.11064
20,2,2,0.5,1.21,0.38824
21,0.2,12,0.05,1.15,0.070745
22,0.2,10,0.001,1.1,0.0831
23,0.2,10,0.001,1.1,0.0831
24,0.2,90,1,1.03,0.17333
25,1,2,0.5,1.34,0.09339
26,1,2,0.5,1.34,0.09339
27,2,10,1,1.36,0.46729
28,0.2,12,0.05,1.24,0.073625
29,0.2,12,0.05,1.24,0.073625
30,7,4,1,1.52,0.80015
31,1,5,0.5,1.07,0.25229
32,0.5,70,1,1.05,0.14933
33,0.2,11,0.007,1.17,0.071046
34,0.5,110,1,1.43,0.15617
35,0.2,10,0.1,1.11,0.094992
36,5,2,0.03,1.42,1.1814
37,0.2,70,1,1.52,0.29815
38,0.2,70,1,1.52,0.29815
39,0.2,10,0.7,1.22,0.24854
40,1,2,0.002,1.36,0.12102
41,1,2,0.002,1.36,0.12102
42,0.2,17,0.5,1.28,0.073059
43,0.5,4,0.02,1.01,0.13471
44,0.5,4,0.02,1.01,0.13471
45,0.5,5,1,1.2,0.12308
46,0.2,2,0.07,1.07,0.34722
47,1,5,1,1.25,0.15018
48,1,5,1,1.25,0.15018
49,0.5,11,0.7,1.16,0.13037
50,0.2,30,1,1.2,0.23433
51,0.2,30,1,1.2,0.23433
52,0.2,30,1,1.2,0.23433
53,10,2,0.003,1.5,2.2958
54,0.2,9,0.003,1.23,0.071471
55,0.5,160,1,1.31,0.17227
56,0.5,4,0.07,1.23,0.12646
57,1,4,1,1.07,0.17706
58,1,4,1,1.07,0.17706
59,0.2,9,0.003,1.32,0.074373
60,0.2,17,0.007,1.02,0.07259
61,2,2,0.01,1.14,0.51756
62,1,4,0.05,1.12,0.29693
63,0.2,4,0.05,1.24,0.23665
64,0.2,10,1,1.06,0.31022
65,0.5,20,1,1.26,0.12162
66,1,9,0.7,1.07,0.28412
67,7,2,0.7,1.38,1.6959
68,0.2,15,0.005,1.03,0.071329
69,0.2,5,0.7,1.02,0.32262
70,0.5,60,1,1.34,0.14544
71,0.2,220,1,1.23,0.11838
72,0.2,5,0.02,1.47,0.075938
