1,0.001,1.39,0.08152,299,3,471.28
2,0.001,1.48,0.07002,291,7,507.17
3,0.001,1.54,0.063905,292,10,511.29
4,0.02,1.54,0.062248,294,11,471.54
5,0.01,1.56,0.06641,252,12,413.51
6,0.07,1.54,0.0644,266,14,202.05
7,0.5,1.36,0.082886,263,18,223.29
