1;0,001;1,55;0,069446;206;429,76
2;0,007;1,55;0,061134;91;159,2
3;0,007;1,55;0,061134;96;155,56
4;0,007;1,55;0,061134;92;162,18
5;1;1,2;0,092316;216;441,35
6;0,007;1,55;0,061134;95;166,66
7;0,007;1,55;0,061134;60;107,9
8;0,007;1,55;0,061134;92;127,65
9;0,007;1,55;0,061134;97;156,95
10;0,02;1,54;0,062248;183;278,94
11;0,05;1,52;0,065393;217;303,48
12;0,007;1,55;0,061134;93;151,01
13;0,007;1,55;0,061134;18;35,963
14;0,02;1,54;0,062248;248;378,55
15;0,007;1,55;0,061134;70;114,59
16;0,007;1,55;0,061134;63;107,49
17;0,007;1,55;0,061134;25;45,406
18;0,007;1,55;0,061134;65;115,04
19;0,007;1,55;0,061134;94;158,86
20;0,007;1,55;0,061134;94;146,24
21;0,007;1,55;0,061134;90;126,55
22;0,007;1,55;0,061134;56;102,04
23;0,007;1,55;0,061134;58;102,81
24;0,007;1,55;0,061134;94;156,74
25;1;1,2;0,092316;159;316,99
26;0,007;1,55;0,061134;50;87,952
27;0,007;1,55;0,061134;96;172,8
28;0,007;1,55;0,061134;93;154,07
29;0,007;1,55;0,061134;93;144,79
30;0,007;1,55;0,061134;23;45,575
