0,0,0,0,0
100,100,66.667,66.667,3
100,100,33.333,66.667,3
66.667,0,33.333,100,0
33.333,33.333,66.667,66.667,11
0,0,0,0,11
0,0,33.333,33.333,0
0,0,0,0,18
0,0,0,0,18
