HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = 0.147142
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.12 | Tmax = 0.062302
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.04 | Tmax = 0.062254
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.065454
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.35 | Tmax = 0.167763
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.46 | Tmax = 0.095244
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.064364
 HL = 30.000 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.17 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.01 | Tmax = 0.146535
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.27 | Tmax = 0.083076
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.20 | Tmax = 0.063185
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = 0.180721
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.57 | Tmax = 0.126001
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.33 | Tmax = 0.142381
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.40 | Tmax = 0.067000
 HL = 0.200 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = Inf
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.17 | Tmax = 0.128567
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.26 | Tmax = 0.188893
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.529024
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.063541
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.19 | Tmax = 0.104720
 HL = 15.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.02 | Tmax = Inf
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.31 | Tmax = 0.276329
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.17 | Tmax = 0.146834
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.34 | Tmax = 0.068505
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.20 | Tmax = 0.104747
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = Inf
 HL = 22.000 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.56 | Tmax = Inf
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.001 | alpha = 1.25 | Tmax = 0.114275
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.12 | Tmax = 0.291741
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.07 | Tmax = 0.257071
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.23 | Tmax = 0.320942
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.06 | Tmax = 0.260840
 HL = 2.000 | t1//t0 = 80.000 | l1//l0 = 0.001 | alpha = 1.50 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.01 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.31 | Tmax = 0.185123
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.126743
 HL = 15.000 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.16 | Tmax = Inf
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = 0.091437
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.065327
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.300428
 HL = 20.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = Inf
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.082216
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.103738
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.01 | Tmax = 0.143431
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 1.064473
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.31 | Tmax = 0.180064
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.02 | Tmax = 0.177369
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = 0.068475
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.12 | Tmax = 0.066015
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.12 | Tmax = 0.248764
 HL = 30.000 | t1//t0 = 180.000 | l1//l0 = 0.003 | alpha = 1.15 | Tmax = Inf
 HL = 20.000 | t1//t0 = 190.000 | l1//l0 = 0.020 | alpha = 1.34 | Tmax = Inf
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.39 | Tmax = Inf
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.34 | Tmax = 0.117608
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.148381
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.28 | Tmax = 0.329525
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.05 | Tmax = 0.164480
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.118160
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.12 | Tmax = 0.292993
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.129201
 HL = 30.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.00 | Tmax = 0.226559
 HL = 20.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.21 | Tmax = Inf
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 1.236401
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.23 | Tmax = 0.125339
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.003 | alpha = 1.11 | Tmax = Inf
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.284138
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.14 | Tmax = 0.063598
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.003 | alpha = 1.05 | Tmax = 0.171605
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.30 | Tmax = 0.337309
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.04 | Tmax = 0.264523
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.11 | Tmax = 0.062336
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.062566
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.38 | Tmax = 0.256519
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.131048
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.003 | alpha = 1.38 | Tmax = Inf
 HL = 20.000 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.07 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.160305
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.01 | Tmax = 0.141314
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.00 | Tmax = Inf
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.070374
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.001 | alpha = 1.15 | Tmax = Inf
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.47 | Tmax = 1.178411
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.00 | Tmax = 0.123820
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.020 | alpha = 1.09 | Tmax = 0.063242
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.37 | Tmax = 0.118031
 HL = 20.000 | t1//t0 = 150.000 | l1//l0 = 0.001 | alpha = 1.42 | Tmax = Inf
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.100 | alpha = 1.08 | Tmax = Inf
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.03 | Tmax = 0.325976
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.27 | Tmax = 0.325399
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.42 | Tmax = Inf
 HL = 22.000 | t1//t0 = 190.000 | l1//l0 = 0.070 | alpha = 1.37 | Tmax = Inf
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.08 | Tmax = 0.135871
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.35 | Tmax = 0.116704
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.17 | Tmax = 0.236344
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.09 | Tmax = 0.135980
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.32 | Tmax = 0.071801
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.34 | Tmax = 0.170100
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.089809
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.53 | Tmax = 0.070938
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.282474
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.020 | alpha = 1.37 | Tmax = 0.064786
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.37 | Tmax = 0.156255
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.31 | Tmax = 0.182056
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.139496
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 0.139080
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.113792
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.43 | Tmax = Inf
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.53 | Tmax = 0.067719
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.066157
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.063611
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.45 | Tmax = 0.099094
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 1.493195
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.884974
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 2.361309
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 1.677832
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.120316
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 0.488907
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.062841
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.134468
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 2.278317
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = 2.459716
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 0.538032
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 1.634536
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.101787
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.107818
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.147910
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.416200
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 1.141267
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.105422
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.412559
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.037915
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 1.584605
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.102282
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 1.015921
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.650733
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 1.507003
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 0.127757
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.105831
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 0.575115
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 0.076074
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.947214
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.064661
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.090184
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.294101
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.361438
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 0.723145
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 0.071956
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.158841
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 1.143004
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.484484
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.039812
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.174263
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.669109
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.076879
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.568973
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.208629
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 0.451052
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 0.158169
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 0.359480
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.30 | Tmax = 0.337766
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.27 | Tmax = 0.081963
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.065589
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = 0.078684
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.38 | Tmax = 0.188713
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.01 | Tmax = 0.180516
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.063669
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.07 | Tmax = 0.135396
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.11 | Tmax = 0.063144
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.253523
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.09 | Tmax = 0.062544
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.13 | Tmax = 0.245509
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.259251
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.224729
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 3.339291
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.21 | Tmax = 0.128826
 HL = 28.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.38 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.08 | Tmax = 0.251921
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.26 | Tmax = 0.139848
 HL = 30.000 | t1//t0 = 12.000 | l1//l0 = 0.007 | alpha = 1.40 | Tmax = Inf
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.001 | alpha = 1.07 | Tmax = 0.063753
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.27 | Tmax = 0.110913
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.116762
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.124492
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.068020
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.007 | alpha = 1.14 | Tmax = 0.063407
 HL = 22.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 4.281855
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.34 | Tmax = 0.117004
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.09 | Tmax = 0.148915
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.05 | Tmax = 0.171529
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.54 | Tmax = 3.355967
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.34 | Tmax = 0.469485
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.071639
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.36 | Tmax = 0.116581
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = Inf
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.44 | Tmax = 0.332667
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.30 | Tmax = 0.340761
 HL = 20.000 | t1//t0 = 18.000 | l1//l0 = 0.001 | alpha = 1.16 | Tmax = Inf
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.14 | Tmax = 0.063222
 HL = 20.000 | t1//t0 = 130.000 | l1//l0 = 0.020 | alpha = 1.21 | Tmax = Inf
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.05 | Tmax = 0.139670
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.25 | Tmax = 0.485987
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.12 | Tmax = 0.065201
 HL = 22.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = Inf
 HL = 18.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.56 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.084978
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.19 | Tmax = 0.061758
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.003 | alpha = 1.31 | Tmax = 0.091814
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.14 | Tmax = 0.215731
 HL = 22.000 | t1//t0 = 13.000 | l1//l0 = 0.003 | alpha = 1.07 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.076729
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.11 | Tmax = 0.151574
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.01 | Tmax = 0.150061
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.13 | Tmax = 0.152902
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.04 | Tmax = 0.072921
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.249798
 HL = 10.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = Inf
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.062285
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 0.210783
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.31 | Tmax = 0.187127
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.005 | alpha = 1.04 | Tmax = 0.147908
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.300 | alpha = 1.21 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.46 | Tmax = 0.094824
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.139234
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.161711
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.36 | Tmax = 0.449625
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.17 | Tmax = 0.117035
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.23 | Tmax = 0.092938
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = 0.143400
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.07 | Tmax = Inf
 HL = 20.000 | t1//t0 = 17.000 | l1//l0 = 0.050 | alpha = 1.42 | Tmax = Inf
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.068602
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.274904
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.18 | Tmax = 0.171309
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.23 | Tmax = 0.283051
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.074152
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 0.010 | alpha = 1.31 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.33 | Tmax = 0.150213
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.284311
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.35 | Tmax = 0.126073
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.12 | Tmax = 0.185499
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.07 | Tmax = 0.258148
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.03 | Tmax = 0.147433
 HL = 22.000 | t1//t0 = 30.000 | l1//l0 = 0.001 | alpha = 1.08 | Tmax = Inf
