1,0.2,4,0.5,1.4,0.15901
2,0.5,4,0.03,1.09,0.14943
3,0.5,2,0.05,1.46,0.14072
4,0.2,5,1,1.16,0.24266
5,0.2,5,1,1.16,0.24266
6,0.2,5,1,1.16,0.24266
7,0.2,5,1,1.16,0.24266
8,0.2,10,0.07,1.12,0.062302
9,0.2,10,0.07,1.12,0.062302
10,0.2,10,0.001,1.1,0.06246
11,0.2,10,0.001,1.1,0.06246
12,7,4,1,1.52,1.7143
13,7,4,1,1.52,1.7143
14,0.2,10,0.1,1.11,0.063045
15,0.2,10,0.1,1.11,0.063045
16,1,4,0.7,1.13,0.28428
17,0.2,4,0.3,1.19,0.1687
18,0.5,5,0.7,1.09,0.13278
19,0.5,5,0.7,1.09,0.13278
20,0.5,2,1,1.03,0.12968
21,0.5,2,1,1.03,0.12968
22,0.2,5,0.001,1.23,0.092938
23,1,2,0.7,1.18,0.1764
24,0.5,4,0.7,1.27,0.12355
25,0.5,4,0.7,1.27,0.12355
26,1,2,0.07,1.42,0.11921
27,1,2,0.3,1.13,0.21811
28,1,2,0.3,1.13,0.21811
29,2,2,0.7,1.21,0.45246
30,0.2,4,0.01,1.15,0.14771
31,0.2,4,0.01,1.15,0.14771
32,0.2,4,0.01,1.15,0.14771
33,0.2,5,0.05,1.33,0.069177
34,0.2,11,0.07,1.04,0.063009
35,0.2,11,0.07,1.04,0.063009
36,1,2,0.05,1.23,0.21291
37,0.5,2,0.001,1.23,0.1233
38,0.5,2,0.001,1.23,0.1233
39,0.5,2,0.001,1.23,0.1233
40,0.5,2,0.001,1.23,0.1233
41,0.5,2,0.1,1.36,0.11827
42,0.2,12,0.07,1.07,0.063601
43,0.2,12,0.07,1.07,0.063601
44,0.2,12,0.07,1.07,0.063601
45,0.2,13,1,1.31,0.061697
46,0.2,11,1,1.3,0.074266
47,0.2,11,1,1.3,0.074266
48,0.2,11,1,1.3,0.074266
49,0.2,11,1,1.3,0.074266
50,0.2,11,1,1.3,0.074266
51,0.2,11,1,1.3,0.074266
52,0.5,2,0.01,1.22,0.12414
53,0.5,2,0.03,1.22,0.12394
54,1,2,0.05,1.33,0.17285
55,2,2,0.02,1.53,0.069324
56,2,2,0.7,1.07,0.51699
57,0.2,2,0.001,1.27,0.32454
58,0.2,17,0.7,1.1,0.062505
59,0.2,2,0.002,1.29,0.33219
60,0.2,4,0.5,1.35,0.17046
61,1,4,1,1.23,0.23614
62,0.5,10,1,1.07,0.14905
63,0.5,10,1,1.07,0.14905
64,0.5,10,1,1.07,0.14905
65,0.2,5,0.1,1.29,0.081015
66,0.2,5,0.1,1.29,0.081015
67,0.2,5,0.1,1.29,0.081015
68,0.2,10,0.3,1.2,0.062964
69,0.2,10,0.3,1.2,0.062964
70,0.2,10,0.3,1.2,0.062964
71,0.2,10,0.3,1.2,0.062964
72,0.2,10,0.3,1.2,0.062964
73,0.2,10,0.3,1.2,0.062964
74,0.2,10,0.3,1.2,0.062964
75,2,2,0.07,1.34,0.45546
76,1,2,0.007,1.2,0.22702
77,0.2,11,0.5,1.18,0.062544
78,0.5,4,0.007,1.01,0.14672
79,0.5,2,0.002,1.07,0.13802
80,0.2,5,0.02,1.01,0.14783
81,0.2,2,0.007,1.21,0.30713
82,0.2,5,0.005,1.04,0.14101
83,0.2,2,0.05,1.21,0.31274
84,0.5,2,0.007,1.07,0.13786
85,2,2,0.3,1.31,0.4397
86,0.2,2,0.05,1.18,0.30549
87,0.2,5,0.05,1.33,0.069177
88,0.2,5,0.05,1.33,0.069177
89,0.2,9,1,1.29,0.10704
90,0.2,9,1,1.29,0.10704
91,0.5,2,0.001,1.3,0.11838
92,0.2,9,0.003,1.13,0.064085
93,0.2,9,0.003,1.13,0.064085
94,0.2,9,0.003,1.13,0.064085
95,0.2,9,0.003,1.13,0.064085
96,0.2,13,1,1.15,0.092533
97,0.2,20,1,1.19,0.063225
98,0.2,20,1,1.19,0.063225
99,0.2,12,0.05,1.03,0.062712
100,0.2,12,0.05,1.03,0.062712
101,0.5,2,0.02,1,0.14335
102,0.2,10,1,1.05,0.14993
103,1,2,0.03,1.38,0.14848
104,0.2,15,1,1.12,0.082614
105,0.5,4,0.7,1.27,0.12355
106,0.5,12,1,1.01,0.15364
107,0.2,10,0.007,1.02,0.067117
108,0.2,10,0.007,1.02,0.067117
109,0.2,5,0.02,1.14,0.11916
110,0.2,9,0.3,1.06,0.08387
111,0.2,9,0.3,1.06,0.08387
112,0.2,9,0.3,1.06,0.08387
113,0.2,9,0.1,1.11,0.067725
114,0.2,9,0.1,1.11,0.067725
115,0.2,11,0.5,1.25,0.064389
116,0.2,11,0.5,1.25,0.064389
117,1,4,1,1.37,0.1935
118,0.5,4,1,1.17,0.12115
119,0.5,4,1,1.17,0.12115
120,0.2,5,0.05,1.26,0.087022
121,0.2,12,1,1.31,0.063818
122,0.2,9,0.3,1.13,0.072805
123,0.2,9,1,1.26,0.11676
124,0.2,9,0.07,1.2,0.063433
125,0.2,9,0.07,1.2,0.063433
126,0.2,9,0.07,1.2,0.063433
127,0.2,4,0.7,1.38,0.24445
128,0.5,2,1,1.21,0.12702
129,0.5,2,1,1.21,0.12702
130,0.5,2,1,1.21,0.12702
131,0.2,5,0.5,1.42,0.068475
132,2,2,0.3,1.29,0.45653
133,0.2,4,0.3,1.27,0.14389
134,0.5,4,1,1.32,0.1139
135,0.2,10,0.7,1.31,0.063086
136,0.2,5,0.7,1.3,0.16572
137,0.2,15,1,1.23,0.062889
138,0.2,10,0.7,1.25,0.066954
139,0.2,12,1,1.35,0.062751
140,0.2,12,1,1.35,0.062751
141,0.2,10,0.7,1.29,0.061929
142,0.2,10,1,1.36,0.06736
143,0.2,9,0.5,1.28,0.062661
144,0.2,11,1,1.28,0.079918
145,0.2,13,1,1.27,0.065717
146,0.2,15,1,1.28,0.062624
147,0.2,13,1,1.31,0.061697
148,0.2,13,1,1.31,0.061697
149,0.2,13,1,1.35,0.064312
150,0.2,13,1,1.35,0.064312
151,0.2,13,1,1.35,0.064312
152,0.2,10,0.7,1.3,0.062504
153,0.2,10,0.7,1.3,0.062504
154,0.2,10,0.7,1.3,0.062504
155,0.2,10,0.7,1.3,0.062504
156,0.2,13,1,1.33,0.06296
157,0.2,13,1,1.33,0.06296
158,0.2,11,1,1.29,0.07706
159,0.2,11,1,1.29,0.07706
160,0.2,11,1,1.29,0.07706
161,0.5,2,0.001,1.1,0.13524
162,0.5,2,0.001,1.1,0.13524
163,0.5,2,0.07,1.38,0.11851
164,2,2,0.05,1.31,0.48728
165,0.2,4,0.02,1.14,0.15132
166,0.2,4,0.05,1.33,0.08746
167,0.2,13,0.1,1.03,0.063502
168,0.2,5,0.5,1.14,0.16893
169,0.2,4,1,1.32,0.30448
170,0.2,13,0.7,1.15,0.064694
171,0.2,13,0.7,1.15,0.064694
172,0.2,10,0.7,1.28,0.062278
173,0.2,2,0.01,1.16,0.29681
174,2,2,0.05,1.4,0.38966
175,2,2,0.05,1.4,0.38966
176,0.2,10,0.001,1.07,0.063753
177,0.2,10,0.001,1.07,0.063753
178,1,2,0.7,1.12,0.19169
179,1,2,0.002,1.37,0.15708
180,1,2,0.002,1.37,0.15708
181,1,2,0.002,1.37,0.15708
182,1,2,0.002,1.37,0.15708
183,1,2,0.002,1.37,0.15708
184,1,2,0.002,1.37,0.15708
185,1,2,0.002,1.37,0.15708
186,0.5,2,0.002,1.45,0.1333
187,0.2,4,0.7,1.44,0.26736
188,0.2,4,0.7,1.44,0.26736
189,0.2,12,0.5,1.18,0.062702
190,0.2,12,0.5,1.18,0.062702
191,0.2,12,0.5,1.18,0.062702
192,0.2,12,0.5,1.18,0.062702
193,0.2,4,0.05,1.38,0.070841
194,0.2,4,0.05,1.38,0.070841
195,0.2,5,0.005,1.14,0.11807
196,1,2,0.003,1.37,0.15699
197,0.2,9,0.007,1.13,0.064148
198,0.2,5,0.02,1.29,0.077226
199,0.2,5,0.02,1.29,0.077226
200,1,2,0.007,1.38,0.15081
201,1,2,0.007,1.38,0.15081
