HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 18.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = Inf
 HL = 15.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.50 | Tmax = 2.733984
 HL = 18.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 1.332465
 HL = 15.000 | t1//t0 = 110.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 1.526937
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 1.783530
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 18.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.55 | Tmax = Inf
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = Inf
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = Inf
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 0.300 | alpha = 1.50 | Tmax = Inf
 HL = 18.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 0.100 | alpha = 1.47 | Tmax = 0.760352
 HL = 7.000 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = Inf
 HL = 7.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.53 | Tmax = Inf
 HL = 18.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.50 | Tmax = 3.709089
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = Inf
 HL = 18.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 18.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.175376
 HL = 18.000 | t1//t0 = 180.000 | l1//l0 = 0.300 | alpha = 1.50 | Tmax = Inf
 HL = 15.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.44 | Tmax = Inf
 HL = 18.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = 0.058762
 HL = 18.000 | t1//t0 = 180.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = Inf
 HL = 15.000 | t1//t0 = 170.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = Inf
 HL = 7.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 18.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.56 | Tmax = Inf
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = Inf
 HL = 7.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 0.962604
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.198907
 HL = 7.000 | t1//t0 = 180.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = Inf
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = Inf
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.44 | Tmax = 0.540688
 HL = 10.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = 1.809201
 HL = 15.000 | t1//t0 = 160.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = Inf
 HL = 15.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 1.337029
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 0.669177
 HL = 5.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = Inf
 HL = 15.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 2.671464
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 2.190996
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = 0.809892
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 2.379041
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = Inf
 HL = 10.000 | t1//t0 = 140.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = 2.050572
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.45 | Tmax = Inf
 HL = 10.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = Inf
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 1.159941
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = Inf
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = Inf
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = Inf
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = Inf
 HL = 10.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = Inf
 HL = 5.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = Inf
 HL = 5.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 10.000 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.15 | Tmax = 0.143476
 HL = 30.000 | t1//t0 = 30.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 4.826511
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.010 | alpha = 1.27 | Tmax = 0.519234
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.21 | Tmax = 0.185833
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.030 | alpha = 1.18 | Tmax = 0.431512
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.007 | alpha = 1.17 | Tmax = 0.455086
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.070 | alpha = 1.52 | Tmax = 0.358105
 HL = 20.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = 4.413252
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.32 | Tmax = 0.109408
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.020 | alpha = 1.33 | Tmax = 0.098243
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.010 | alpha = 1.51 | Tmax = 0.047834
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 0.070 | alpha = 1.35 | Tmax = 0.147145
 HL = 10.000 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = Inf
 HL = 10.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.050 | alpha = 1.35 | Tmax = 0.394093
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.030 | alpha = 1.38 | Tmax = 0.212373
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.39 | Tmax = 0.244032
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 0.094999
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 1.239663
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = Inf
 HL = 7.000 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = Inf
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 10.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.44 | Tmax = Inf
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 0.309560
 HL = 18.000 | t1//t0 = 130.000 | l1//l0 = 0.100 | alpha = 1.53 | Tmax = 3.392427
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = Inf
 HL = 15.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 5.000 | t1//t0 = 160.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 0.322519
 HL = 7.000 | t1//t0 = 170.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = Inf
 HL = 15.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.46 | Tmax = Inf
 HL = 15.000 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = Inf
 HL = 15.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = Inf
 HL = 10.000 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = Inf
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 7.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 10.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 10.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.57 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.57 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 0.200 | t1//t0 = 30.000 | l1//l0 = 0.010 | alpha = 1.10 | Tmax = 0.367888
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.16 | Tmax = 0.156728
 HL = 15.000 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.003 | alpha = 1.19 | Tmax = 0.145006
 HL = 5.000 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = Inf
 HL = 15.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = Inf
 HL = 10.000 | t1//t0 = 220.000 | l1//l0 = 0.070 | alpha = 1.56 | Tmax = 0.046288
 HL = 1.000 | t1//t0 = 170.000 | l1//l0 = 0.050 | alpha = 1.33 | Tmax = 0.169686
 HL = 2.000 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = Inf
 HL = 18.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = Inf
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = Inf
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.050 | alpha = 1.46 | Tmax = 0.079589
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.243416
 HL = 2.000 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.103084
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.45 | Tmax = Inf
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.038420
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.35 | Tmax = 0.198996
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.300 | alpha = 1.45 | Tmax = Inf
 HL = 18.000 | t1//t0 = 110.000 | l1//l0 = 0.070 | alpha = 1.54 | Tmax = 3.130779
 HL = 15.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = Inf
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.41 | Tmax = 0.998961
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = Inf
 HL = 7.000 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = Inf
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 18.000 | t1//t0 = 190.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 10.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 15.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = Inf
 HL = 15.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = Inf
 HL = 15.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = Inf
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = Inf
 HL = 15.000 | t1//t0 = 140.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 10.000 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 10.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
 HL = 10.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 7.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = Inf
