1;0,035;1,53;274,27
2;0,007;1,55;131,82
3;0,02;1,54;624,24
4;0,007;1,55;380,72
5;0,007;1,55;115,33
6;0,007;1,55;187,64
7;0,03;1,53;302,94
8;0,007;1,55;201,72
9;0,007;1,55;185,87
10;0,021;1,54;261,87
11;0,007;1,55;221,1
12;0,007;1,55;459,67
13;0,007;1,55;144,76
14;0,021;1,54;256,72
15;0,034;1,53;416,62
16;0,007;1,55;163,55
17;0,007;1,55;184,18
18;0,007;1,55;243,56
19;0,007;1,55;251,7
20;0,007;1,55;196,48
21;0,008;1,55;346,54
22;0,006;1,55;331,6
23;0,034;1,53;516,11
24;0,007;1,55;273,96
25;0,007;1,55;281,9
26;0,007;1,55;125,37
27;0,034;1,53;431,33
28;0,007;1,55;115,84
29;0,006;1,55;295,62
30;0,008;1,55;341,94
