1;0,007;1,55;0,061134;105;193,06
2;0,1;1,49;0,069125;190;276,9
3;0,007;1,55;0,061134;142;232,37
4;0,007;1,55;0,061134;114;197,12
5;0,007;1,55;0,061134;87;154,43
6;0,02;1,54;0,062248;298;453,09
7;0,007;1,55;0,061134;93;155,63
8;0,02;1,54;0,062248;297;474,41
9;0,007;1,55;0,061134;146;234,55
10;0,007;1,55;0,061134;143;249,45
11;0,007;1,55;0,061134;102;177,68
12;0,007;1,55;0,061134;100;170,86
13;0,007;1,55;0,061134;116;194,65
14;0,007;1,55;0,061134;322;527,17
15;0,007;1,55;0,061134;103;184,31
16;0,007;1,55;0,061134;102;183,62
17;0,007;1,55;0,061134;106;193,06
18;0,007;1,55;0,061134;145;211,35
19;0,007;1,55;0,061134;310;525,81
20;0,007;1,55;0,061134;142;240,82
21;0,007;1,55;0,061134;144;252,5
22;0,007;1,55;0,061134;108;185,59
23;0,007;1,55;0,061134;140;240,63
24;0,1;1,49;0,069125;257;367,36
25;0,007;1,55;0,061134;104;197,01
26;0,007;1,55;0,061134;90;158,92
27;0,007;1,55;0,061134;141;236,93
28;0,007;1,55;0,061134;141;223,76
29;0,007;1,55;0,061134;140;223,11
30;0,007;1,55;0,061134;375;624,68
31;0,007;1,55;0,061134;144;248,73
32;0,007;1,55;0,061134;143;244,73
33;0,007;1,55;0,061134;117;194,14
34;0,007;1,55;0,061134;144;229,44
35;0,007;1,55;0,061134;115;191,91
36;0,03;1,53;0,065168;296;444,85
37;0,007;1,55;0,061134;99;181,59
38;0,007;1,55;0,061134;102;189,03
39;0,007;1,55;0,061134;144;216,14
40;0,007;1,55;0,061134;99;161,45
41;0,007;1,55;0,061134;141;237,95
42;0,007;1,55;0,061134;143;247,73
43;0,05;1,52;0,065393;292;445,01
44;0,007;1,55;0,061134;146;245,55
45;0,007;1,55;0,061134;145;240,26
46;0,007;1,55;0,061134;68;116,28
47;0,007;1,55;0,061134;146;251,5
48;0,007;1,55;0,061134;94;166,9
49;0,007;1,55;0,061134;366;576,59
50;0,007;1,55;0,061134;140;232,43
51;0,007;1,55;0,061134;49;86,752
52;0,007;1,55;0,061134;143;223,47
53;0,007;1,55;0,061134;116;202,62
54;0,007;1,55;0,061134;146;212,07
55;0,007;1,55;0,061134;381;610,71
56;0,007;1,55;0,061134;143;219,43
57;0,007;1,55;0,061134;53;83,09
58;0,007;1,55;0,061134;142;230,62
59;0,007;1,55;0,061134;71;117,95
60;0,007;1,55;0,061134;144;252,21
