1;0,007;1,55;0,061134;191;348,78
2;0,007;1,55;0,061134;323;576,06
3;0,007;1,55;0,061134;336;597,96
4;0,007;1,55;0,061134;143;249,69
5;0,007;1,55;0,061134;152;261,3
6;0,003;1,55;0,065167;348;593,56
7;0,005;1,55;0,062486;268;465,11
8;0,007;1,55;0,061134;28;45,71
9;0,007;1,55;0,061134;174;304,61
10;0,007;1,55;0,061134;237;427,02
11;0,007;1,55;0,061134;76;124
12;0,005;1,55;0,062486;280;473,28
13;0,007;1,55;0,061134;190;347,24
14;0,005;1,55;0,062486;378;638,74
15;0,007;1,55;0,061134;116;193,61
16;0,02;1,54;0,062248;236;390,46
17;0,005;1,55;0,062486;300;536,63
18;0,007;1,55;0,061134;189;346,38
19;0,005;1,55;0,062486;238;415,67
20;0,03;1,53;0,065165;168;272,67
21;0,007;1,55;0,061134;306;553,09
22;0,01;1,55;0,063798;185;312,86
23;0,003;1,55;0,065167;238;385,85
24;0,007;1,55;0,061134;8;17,761
25;0,007;1,55;0,061134;6;14,551
26;0,007;1,55;0,061134;119;213,79
27;0,007;1,55;0,061134;67;111,39
28;0,007;1,55;0,061134;54;96,965
29;0,007;1,55;0,061134;217;388,46
30;0,007;1,55;0,061134;120;218,13
31;0,005;1,55;0,062486;270;482,66
32;0,007;1,55;0,061134;215;385,83
33;0,007;1,55;0,061134;211;380,25
34;0,003;1,55;0,065167;169;309,27
35;0,007;1,55;0,061134;216;388,58
36;0,007;1,55;0,061134;164;297,07
37;0,007;1,55;0,061134;317;548,08
38;0,007;1,55;0,061134;177;322,18
39;0,007;1,55;0,061134;248;410,79
40;0,007;1,55;0,061134;163;294,74
41;0,007;1,55;0,061134;76;120,15
42;0,007;1,55;0,061134;163;300,15
43;0,007;1,55;0,061134;360;646,37
44;0,007;1,55;0,061134;422;723,07
45;0,005;1,55;0,062486;210;387,26
46;0,005;1,55;0,062486;258;460,43
47;0,007;1,55;0,061134;197;353,99
48;0,007;1,55;0,061134;302;536,49
49;0,007;1,55;0,061134;136;258,55
50;0,007;1,55;0,061134;146;272,96
51;0,007;1,55;0,061134;94;173,28
52;0,007;1,55;0,061134;302;514,28
53;0,007;1,55;0,061134;306;557,63
54;0,007;1,55;0,061134;275;484,81
55;0,02;1,54;0,062248;241;405,54
56;0,007;1,55;0,061134;79;130,72
57;0,007;1,55;0,061134;243;417,76
58;0,005;1,55;0,062486;260;463,22
59;0,005;1,55;0,062486;262;463,96
60;0,007;1,55;0,061134;225;415,99
