1,0.001,1.39,0.08152,186,3,338.92
2,0.003,1.48,0.070371,122,7,206.72
3,0.001,1.54,0.063905,153,10,273.86
4,0.007,1.55,0.061134,335,11,577.77
5,0.01,1.56,0.06641,243,12,412.03
6,0.07,1.54,0.0644,110,14,67.45
7,0.3,1.43,0.075939,215,18,147.46
