1,0.001,1.39,0.08152,205,3,357.92
2,0.001,1.48,0.07002,241,7,437.83
3,0.001,1.54,0.063905,249,10,436
4,0.007,1.55,0.061134,204,11,339.48
5,0.01,1.56,0.06641,166,12,269.8
6,0.07,1.54,0.0644,272,14,253.73
7,1,1.21,0.091512,212,18,179.56
