HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.109676
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.33 | Tmax = 0.182538
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.154809
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.04 | Tmax = 0.126308
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.120826
 HL = 5.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 1.256338
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 2.245019
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.07 | Tmax = 0.169217
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.200104
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.48 | Tmax = 0.112729
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.35 | Tmax = 0.570447
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.129652
 HL = 2.000 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.13 | Tmax = 0.503009
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.35 | Tmax = 0.222215
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.00 | Tmax = 0.300553
 HL = 0.200 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.150385
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.001 | alpha = 1.16 | Tmax = 0.122406
 HL = 22.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 2.547303
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.300 | alpha = 1.08 | Tmax = 0.080130
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.099009
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.13 | Tmax = 0.170511
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.479516
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.37 | Tmax = 1.218273
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.003 | alpha = 1.10 | Tmax = 0.309382
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.007 | alpha = 1.22 | Tmax = 0.080213
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.05 | Tmax = 0.231675
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.129103
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.007 | alpha = 1.21 | Tmax = 0.079960
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.030 | alpha = 1.14 | Tmax = 0.090212
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.171659
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.33 | Tmax = 0.089251
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.51 | Tmax = 3.383689
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.26 | Tmax = 0.321509
 HL = 20.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 4.111002
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.44 | Tmax = 0.146241
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.32 | Tmax = 0.152436
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.33 | Tmax = 0.104847
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.51 | Tmax = 0.145397
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.156773
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.760917
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = 0.866082
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 3.628710
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.227416
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 0.487593
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 2.369346
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.078588
 HL = 15.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 2.566413
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.44 | Tmax = 0.143913
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 0.582087
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = 1.066604
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.166891
 HL = 18.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 2.966737
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 1.404994
 HL = 15.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 1.734961
 HL = 18.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 3.660384
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.618299
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.260086
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 2.588965
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = 0.678030
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 0.591246
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 0.383114
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 0.977582
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.06 | Tmax = 0.157298
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.050 | alpha = 1.16 | Tmax = 0.092720
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 0.118169
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.262657
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.14 | Tmax = 0.307093
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.219861
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.17 | Tmax = 0.167168
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.294973
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.178001
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.125042
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = 0.125932
 HL = 2.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.357045
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.001 | alpha = 1.35 | Tmax = 0.105749
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.127002
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.40 | Tmax = 0.082147
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.263262
 HL = 0.200 | t1//t0 = 190.000 | l1//l0 = 0.700 | alpha = 1.05 | Tmax = 0.291392
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.221509
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 1.179798
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.010 | alpha = 1.14 | Tmax = 0.080925
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.22 | Tmax = 0.158965
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.09 | Tmax = 0.339358
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.050 | alpha = 1.10 | Tmax = 0.168767
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.120307
 HL = 0.500 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.23 | Tmax = 0.182240
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.168681
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.142303
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.13 | Tmax = 0.475986
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.159509
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 1.524626
 HL = 1.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.202866
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.010 | alpha = 1.41 | Tmax = 0.084219
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.281370
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.39 | Tmax = 0.112795
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.05 | Tmax = 0.125010
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.24 | Tmax = 0.547946
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.030 | alpha = 1.21 | Tmax = 0.080950
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.26 | Tmax = 0.486576
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 0.473442
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 0.266461
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.030 | alpha = 1.22 | Tmax = 0.080663
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = 0.987652
 HL = 18.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 3.389406
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.001 | alpha = 1.03 | Tmax = 0.177008
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.129652
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.30 | Tmax = 0.553472
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.193329
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.050 | alpha = 1.35 | Tmax = 0.083068
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.323697
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = 0.162504
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.010 | alpha = 1.12 | Tmax = 0.106854
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.32 | Tmax = 0.118218
 HL = 18.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 3.666144
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.144432
 HL = 1.000 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.36 | Tmax = 0.101599
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.065316
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.007 | alpha = 1.01 | Tmax = 0.078837
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = 0.125306
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.51 | Tmax = 1.500976
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 1.309332
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.15 | Tmax = 0.087950
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 1.622925
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 0.158805
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.002 | alpha = 1.09 | Tmax = 0.150980
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.003 | alpha = 1.27 | Tmax = 0.081700
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.23 | Tmax = 0.120102
 HL = 30.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 6.752751
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.09 | Tmax = 0.170641
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.04 | Tmax = 0.125735
 HL = 2.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.262003
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.02 | Tmax = 0.364637
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.12 | Tmax = 0.180714
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.001 | alpha = 1.21 | Tmax = 0.097443
 HL = 0.500 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.129734
 HL = 20.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = 2.471403
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.396865
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.178473
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.33 | Tmax = 0.089151
 HL = 0.200 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.076331
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.54 | Tmax = 1.743425
 HL = 30.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.55 | Tmax = Inf
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.19 | Tmax = 0.136461
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.127558
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.003 | alpha = 1.18 | Tmax = 0.082088
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 1.308623
 HL = 20.000 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.52 | Tmax = 4.751301
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.12 | Tmax = 0.126394
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.08 | Tmax = 0.379421
 HL = 20.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 4.506575
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.007 | alpha = 1.16 | Tmax = 0.141674
 HL = 18.000 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.57 | Tmax = 0.306213
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.17 | Tmax = 0.123052
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.329501
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.003 | alpha = 1.06 | Tmax = 0.172925
 HL = 2.000 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.439646
 HL = 28.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.54 | Tmax = 6.087110
 HL = 30.000 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.57 | Tmax = Inf
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 1.013583
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.128728
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.36 | Tmax = 0.231816
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.134450
 HL = 22.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 2.416998
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.154428
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.423876
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.213967
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.16 | Tmax = 0.180933
 HL = 28.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 6.773259
 HL = 10.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.895245
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = 3.607052
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.44 | Tmax = 0.446851
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.28 | Tmax = 0.157858
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 0.226069
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 2.215327
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 3.184773
 HL = 0.200 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.32 | Tmax = 0.077533
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 0.401180
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.33 | Tmax = 0.225934
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 0.143988
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 0.993448
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.657489
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 0.136083
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.50 | Tmax = 0.112707
 HL = 20.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 4.922807
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 0.115973
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.964745
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 2.602137
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 1.782060
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 0.095021
 HL = 15.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 3.493230
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.256571
 HL = 10.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 2.150449
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 0.253889
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 0.672921
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.139996
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 0.108000
 HL = 20.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 0.795256
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = 0.331845
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.32 | Tmax = 0.089295
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.24 | Tmax = 0.287658
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.20 | Tmax = 0.309601
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.327921
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 1.562450
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.003 | alpha = 1.15 | Tmax = 0.081460
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.14 | Tmax = 0.122562
 HL = 5.000 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 1.190559
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.375364
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.12 | Tmax = 0.156732
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.16 | Tmax = 0.523573
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.010 | alpha = 1.36 | Tmax = 0.082568
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.25 | Tmax = 0.163332
 HL = 1.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.159846
 HL = 0.200 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.161764
 HL = 0.500 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.18 | Tmax = 0.175960
 HL = 28.000 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = Inf
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.442591
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.11 | Tmax = 0.130259
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.078367
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 1.232738
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.100 | alpha = 1.09 | Tmax = 0.105625
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 0.082439
 HL = 2.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.447431
 HL = 0.200 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.31 | Tmax = 0.147061
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.03 | Tmax = 0.287057
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.265408
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.43 | Tmax = 0.084914
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.168682
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.11 | Tmax = 0.189147
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.123775
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.086810
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.18 | Tmax = 0.132926
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = 0.612565
 HL = 22.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.56 | Tmax = Inf
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.020 | alpha = 1.01 | Tmax = 0.078431
 HL = 0.500 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.23 | Tmax = 0.178300
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.112713
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.37 | Tmax = 0.283033
 HL = 1.000 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.271247
 HL = 0.500 | t1//t0 = 190.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.128667
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.207791
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.08 | Tmax = 0.272936
 HL = 2.000 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 0.203723
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.301529
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.12 | Tmax = 0.157730
