1,0.01,1.24,0.1955
2,0.003,1.38,0.13387
3,0.02,1.22,0.19889
4,0.02,1.35,0.1435
5,0.02,1.35,0.1435
6,0.02,1.35,0.1435
7,0.007,1.19,0.21349
8,0.007,1.19,0.21349
9,0.01,1.04,0.25165
10,0.01,1.04,0.25165
11,0.002,1.21,0.209
12,0.002,1.21,0.209
13,0.001,1.28,0.18348
14,0.005,1.44,0.094051
15,0.005,1.44,0.094051
16,0.007,1.4,0.12005
17,0.007,1.4,0.12005
18,0.005,1.41,0.11448
19,0.005,1.41,0.11448
20,0.005,1.41,0.11448
21,0.005,1.41,0.11448
22,0.003,1.02,0.25836
23,0.001,1.07,0.24785
24,0.003,1.19,0.21498
25,0.003,1.13,0.23219
26,0.003,1.4,0.12174
27,0.003,1.4,0.12174
28,0.001,1.41,0.1161
29,0.001,1.41,0.1161
30,0.005,1.24,0.19748
31,0.003,1.42,0.1086
32,0.003,1.42,0.1086
33,0.001,1.49,0.072564
34,0.001,1.49,0.072564
35,0.003,1.21,0.20863
36,0.003,1.2,0.21192
37,0.003,1.2,0.21192
38,0.002,1.29,0.1788
39,0.002,1.29,0.1788
40,0.003,1.11,0.23731
41,0.002,1.38,0.13429
42,0.002,1.38,0.13429
43,0.002,1.46,0.081172
44,0.002,1.46,0.081172
45,0.001,1.12,0.23554
46,0.002,1.31,0.16981
47,0.003,1.25,0.19458
48,0.003,1.17,0.22097
49,0.002,1.36,0.14547
50,0.003,1.14,0.22949
51,0.003,1.27,0.18678
52,0.001,1.36,0.14584
53,0.001,1.27,0.18764
54,0.001,1.27,0.18764
55,0.003,1.32,0.16492
56,0.003,1.32,0.16492
57,0.002,1.35,0.15072
58,0.001,1.37,0.14039
59,0.001,1.41,0.1161
60,0.001,1.41,0.1161
61,0.001,1.41,0.1161
62,0.001,1.41,0.1161
63,0.002,1.4,0.12216
64,0.001,1.18,0.21885
65,0.003,1.24,0.19826
66,0.002,1.41,0.1157
67,0.002,1.41,0.1157
68,0.002,1.22,0.20575
69,0.003,1.47,0.074433
70,0.003,1.47,0.074433
71,0.003,1.47,0.074433
72,0.003,1.47,0.074433
73,0.002,1.33,0.16062
74,0.002,1.33,0.16062
75,0.001,1.37,0.14039
76,0.001,1.37,0.14039
77,0.001,1.37,0.14039
78,0.002,1.31,0.16983
79,0.002,1.44,0.095136
80,0.002,1.32,0.16524
81,0.001,1.4,0.12252
82,0.001,1.4,0.12252
83,0.001,1.47,0.074945
84,0.001,1.27,0.18764
85,0.001,1.29,0.17924
86,0.001,1.45,0.088391
87,0.001,1.45,0.088391
88,0.002,1.5,0.075663
89,0.002,1.48,0.070197
90,0.002,1.47,0.074697
91,0.003,1.3,0.17399
92,0.003,1.37,0.13954
93,0.003,1.37,0.13954
94,0.003,1.43,0.10174
95,0.003,1.43,0.10174
96,0.003,1.43,0.10174
97,0.002,1.39,0.12833
98,0.002,1.4,0.12215
99,0.002,1.39,0.12834
100,0.002,1.41,0.11569
101,0.003,1.44,0.094768
102,0.002,1.42,0.109
103,0.002,1.42,0.109
104,0.002,1.42,0.109
105,0.002,1.42,0.109
106,0.002,1.49,0.072738
107,0.001,1.46,0.081473
108,0.003,1.48,0.070371
109,0.003,1.48,0.070371
110,0.003,1.48,0.070371
111,0.002,1.43,0.10212
112,0.002,1.45,0.088055
113,0.002,1.45,0.088055
114,0.002,1.45,0.088055
115,0.002,1.47,0.074697
116,0.002,1.43,0.10212
117,0.002,1.47,0.074697
118,0.002,1.49,0.072738
119,0.002,1.5,0.075663
120,0.002,1.5,0.075663
121,0.002,1.49,0.072738
122,0.002,1.48,0.070197
123,0.002,1.49,0.072738
124,0.002,1.49,0.072738
125,0.002,1.45,0.088055
126,0.002,1.46,0.081172
127,0.002,1.47,0.074697
128,0.002,1.48,0.070197
129,0.002,1.48,0.070197
130,0.002,1.48,0.070197
131,0.002,1.48,0.070197
132,0.002,1.49,0.072738
133,0.002,1.49,0.072738
134,0.002,1.49,0.072738
135,0.002,1.47,0.074697
136,0.002,1.47,0.074697
137,0.002,1.49,0.072738
138,0.002,1.48,0.070197
139,0.002,1.49,0.072738
140,0.002,1.49,0.072738
141,0.001,1.48,0.07002
142,0.001,1.48,0.07002
143,0.001,1.48,0.07002
144,0.001,1.48,0.07002
145,0.001,1.48,0.07002
146,0.001,1.48,0.07002
147,0.001,1.48,0.07002
148,0.001,1.48,0.07002
149,0.001,1.48,0.07002
150,0.001,1.48,0.07002
151,0.001,1.48,0.07002
152,0.001,1.48,0.07002
153,0.001,1.48,0.07002
154,0.001,1.48,0.07002
155,0.001,1.48,0.07002
156,0.007,1.47,0.073527
157,0.007,1.47,0.073527
158,0.007,1.42,0.10705
159,0.007,1.42,0.10705
160,0.007,1.42,0.10705
161,0.001,1.05,0.25236
162,0.002,1.04,0.25428
163,0.002,1.03,0.2565
164,0.002,1.06,0.2498
165,0.002,1.06,0.2498
166,0.003,1.33,0.16021
167,0.002,1.12,0.23518
168,0.002,1.12,0.23518
169,0.002,1.27,0.18722
170,0.002,1.15,0.22709
171,0.002,1.27,0.18722
172,0.002,1.27,0.18722
173,0.001,1.24,0.19905
174,0.001,1.24,0.19905
175,0.001,1.24,0.19905
176,0.001,1.24,0.19905
177,0.001,1.14,0.23023
178,0.002,1.17,0.22137
179,0.001,1.21,0.2094
180,0.003,1.28,0.18266
181,0.003,1.04,0.25398
182,0.003,1.06,0.24946
183,0.002,1.07,0.24747
184,0.002,1.28,0.18311
185,0.002,1.18,0.21847
186,0.001,1.33,0.16104
187,0.002,1.13,0.23254
188,0.003,1.27,0.18678
189,0.003,1.27,0.18678
190,0.002,1.09,0.24269
191,0.001,1.11,0.23806
192,0.002,1.19,0.21539
193,0.001,1.25,0.19544
194,0.003,1.33,0.16021
195,0.001,1.5,0.075488
196,0.001,1.5,0.075488
197,0.001,1.09,0.24305
198,0.002,1.24,0.19865
199,0.001,1.39,0.12875
200,0.003,1.34,0.15534
201,0.003,1.34,0.15534
202,0.003,1.45,0.087724
203,0.003,1.45,0.087724
204,0.001,1.13,0.23287
205,0.001,1.22,0.20602
206,0.001,1.22,0.20602
207,0.001,1.2,0.21265
208,0.002,1.14,0.22985
209,0.003,1.31,0.16937
210,0.003,1.31,0.16937
211,0.003,1.37,0.13953
212,0.003,1.37,0.13953
213,0.003,1.23,0.20185
214,0.001,1.43,0.10252
215,0.001,1.43,0.10252
216,0.001,1.43,0.10252
217,0.001,1.43,0.10252
218,0.001,1.43,0.10252
219,0.001,1.39,0.12875
220,0.002,1.37,0.13996
221,0.002,1.19,0.21543
222,0.002,1.19,0.21543
223,0.003,1.39,0.1279
224,0.001,1.31,0.17022
225,0.003,1.46,0.080878
226,0.003,1.29,0.17841
227,0.002,1.33,0.16062
228,0.002,1.33,0.16062
229,0.001,1.16,0.22461
230,0.002,1.35,0.1507
231,0.002,1.35,0.1507
232,0.003,1.42,0.1086
233,0.001,1.3,0.17492
234,0.001,1.3,0.17492
235,0.002,1.29,0.1788
236,0.002,1.29,0.1788
237,0.002,1.29,0.1788
238,0.001,1.33,0.16104
239,0.002,1.37,0.13996
240,0.001,1.35,0.15118
241,0.001,1.35,0.15118
242,0.001,1.35,0.15118
243,0.001,1.35,0.15118
244,0.001,1.35,0.15118
245,0.001,1.35,0.15118
246,0.001,1.46,0.081473
247,0.001,1.46,0.081473
248,0.001,1.46,0.081473
249,0.001,1.49,0.072564
250,0.001,1.49,0.072564
251,0.001,1.43,0.10252
252,0.001,1.43,0.10252
253,0.001,1.48,0.07002
254,0.001,1.41,0.1161
255,0.001,1.41,0.1161
256,0.001,1.38,0.13471
257,0.001,1.48,0.07002
258,0.001,1.48,0.07002
259,0.001,1.48,0.07002
260,0.001,1.48,0.07002
261,0.001,1.42,0.10936
262,0.001,1.42,0.10936
263,0.001,1.42,0.10936
